IP,Date,Time,Accepted-cookies,Device type,Browser anguage,Browser name,OS Name,Country,Region,RegionName,City,Zipcode,Lat,Lon
111.90.174.102,2025-09-22,21:51:32 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Rajkot,360003,22.2904,70.7915
2405:201:6044:d022:948c:518f:a32a:57e2,2025-09-24,01:40:51 UTC,necessary,desktop,en,Chrome,OS X,India,UP,Uttar Pradesh,Kanpur,208025,26.4631,80.3479
2404:7c80:85:ba9e:591:29fe:b5ad:5846,2025-09-24,20:41:29 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2401:4900:5986:84b:5508:b636:e66d:9aa5,2025-09-26,14:24:21 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Rajpura,140402,30.4757,76.5901
2404:7c80:85:eada:e077:27bb:ba54:24f0,2025-09-26,22:07:40 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
152.59.159.108,2025-09-27,00:39:31 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Jalpāiguri,735132,26.5161,88.7363
2404:7c80:85:eada:e077:27bb:ba54:24f0,2025-09-27,09:03:51 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
122.162.222.192,2025-09-27,11:48:19 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Ahmedabad,380001,23.0276,72.5871
2406:9e00:112f:e1bc:a4d9:1915:63da:478,2025-10-01,22:16:14 UTC,necessary,desktop,en,Chrome,Windows,India,MH,Maharashtra,Pune,411005,18.5211,73.8502
42.108.156.124,2025-10-02,22:36:51 UTC,necessary,mobile,en,Chrome,Android,India,WB,West Bengal,Kolkata,700001,22.5643,88.3693
2409:40e1:100f:9bd5:78a4:9ff:feba:7c04,2025-10-02,22:50:36 UTC,necessary,mobile,en,Chrome,Android,India,WB,West Bengal,Kolkata,700001,22.5643,88.3693
106.200.5.151,2025-10-03,02:07:36 UTC,necessary,desktop,en,Chrome,Windows,India,UK,Uttarakhand,Dehradun,248001,30.3275,78.0325
2404:7c80:85:956c:6909:1f70:a83c:9abc,2025-10-03,06:31:37 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2405:201:5c24:f057:c544:1286:e0a7:931a,2025-10-03,17:06:05 UTC,necessary,desktop,en,Chrome,Windows,India,RJ,Rajasthan,Jaipur,302021,26.9136,75.7858
111.90.174.102,2025-10-03,20:31:43 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Rajkot,360003,22.2904,70.7915
2406:9e00:112f:c273:8019:f1a8:1ad7:b046,2025-10-03,21:25:47 UTC,necessary,desktop,en,Edge,Windows,India,MH,Maharashtra,Pune,411005,18.5211,73.8502
49.205.253.61,2025-10-03,21:55:04 UTC,necessary,desktop,en,Chrome,Windows,India,TS,Telangana,Hyderabad,500009,17.3843,78.4583
2405:201:5c24:f057:c438:b903:b2b5:13f8,2025-10-03,23:05:53 UTC,necessary,desktop,en,Chrome,Windows,India,RJ,Rajasthan,Jaipur,302021,26.9136,75.7858
2405:201:8031:c073:2df6:c8ca:61c6:442c,2025-10-04,21:33:46 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700028,22.5643,88.3693
2405:201:8031:c073:2df6:c8ca:61c6:442c,2025-10-04,23:00:34 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700028,22.5643,88.3693
2405:201:8031:c073:2df6:c8ca:61c6:442c,2025-10-04,23:13:01 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700028,22.5643,88.3693
2409:40c1:414c:1bd6:6416:332d:fe71:c808,2025-10-05,04:56:20 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Vadodara,390001,22.3008,73.2043
2401:b200:2004:f3af:f972:3c2e:6bd3:3e6,2025-10-06,16:33:31 UTC,necessary,desktop,en,Chrome,Windows,India,KL,Kerala,Thrissur,680010,10.516,76.2157
2401:b200:2004:f3af:f972:3c2e:6bd3:3e6,2025-10-06,16:35:06 UTC,necessary,desktop,en,Chrome,Windows,India,KL,Kerala,Thrissur,680010,10.516,76.2157
2404:7c80:85:956c:c2e:505:d627:4abc,2025-10-06,23:05:59 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:85:956c:c2e:505:d627:4abc,2025-10-07,07:54:16 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
103.101.213.27,2025-10-07,22:48:34 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700061,22.5643,88.3693
2409:40e1:1136:3a92:30e3:84bd:2182:9aa2,2025-10-09,01:01:57 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700001,22.5643,88.3693
2409:40e1:1136:3a92:30e3:84bd:2182:9aa2,2025-10-09,01:07:48 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700001,22.5643,88.3693
2409:40e1:1136:3a92:30e3:84bd:2182:9aa2,2025-10-09,01:12:27 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700001,22.5643,88.3693
2401:4900:1f3e:72c6:e8fe:d470:10f5:4180,2025-10-10,17:53:17 UTC,necessary,mobile,en,Chrome,Android,India,GJ,Gujarat,Ahmedabad,380001,23.0276,72.5871
103.189.103.175,2025-10-11,03:41:42 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Digha,721428,21.6248,87.5182
27.131.212.65,2025-10-13,15:06:25 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700028,22.5643,88.3693
2401:4900:1a88:3e28:94b1:95e8:c0c6:cfee,2025-10-14,21:01:21 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Bhavnagar,364001,21.764,72.1505
2404:7c80:85:cc66:b1dd:adc1:de36:7b49,2025-10-15,15:48:31 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
27.59.76.107,2025-10-15,21:28:13 UTC,necessary,desktop,en,Chrome,Windows,India,DL,National Capital Territory of Delhi,New Delhi,110002,28.6327,77.2198
2401:4900:1c33:d219:c5b5:342:1151:914a,2025-10-15,22:12:57 UTC,necessary,desktop,en,Chrome,Windows,India,CG,Chhattisgarh,Raipur,492015,21.2333,81.6333
2401:4900:1c33:d219:c5b5:342:1151:914a,2025-10-15,22:13:38 UTC,necessary,desktop,en,Chrome,Windows,India,CG,Chhattisgarh,Raipur,492015,21.2333,81.6333
2409:40e0:28:706a:895e:be8:5e02:18f9,2025-10-16,00:34:24 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700006,22.5643,88.3693
2404:7c80:86:a7d:c529:6b46:b0f:324f,2025-10-18,08:28:56 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
103.163.198.8,2025-10-18,21:49:25 UTC,necessary,desktop,en,Chrome,Windows,India,MH,Maharashtra,Nashik,422222,20.0024,73.7945
103.163.198.8,2025-10-18,21:50:07 UTC,necessary,desktop,en,Chrome,Windows,India,MH,Maharashtra,Nashik,422222,20.0024,73.7945
103.163.198.8,2025-10-18,22:58:57 UTC,necessary,desktop,en,Chrome,Windows,India,MH,Maharashtra,Nashik,422222,20.0024,73.7945
103.163.198.8,2025-10-19,01:58:44 UTC,necessary,desktop,en,Chrome,Windows,India,MH,Maharashtra,Nashik,422222,20.0024,73.7945
103.163.198.8,2025-10-19,13:12:38 UTC,necessary,desktop,en,Chrome,Windows,India,MH,Maharashtra,Nashik,422222,20.0024,73.7945
2404:7c80:85:d0bd:3c62:ef15:2ee0:f2e0,2025-10-20,15:02:39 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2401:4900:7924:5d07:2c53:fc5f:2339:72da,2025-10-21,14:22:15 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Ahmedabad,380001,23.0276,72.5871
106.221.75.137,2025-10-21,19:42:07 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Ahmedabad,380007,23.0276,72.5871
157.48.91.59,2025-10-21,21:49:13 UTC,necessary,desktop,en,Chrome,Windows,India,RJ,Rajasthan,Jaipur,302012,26.9136,75.7858
157.48.91.59,2025-10-21,21:53:32 UTC,necessary,desktop,en,Chrome,Windows,India,RJ,Rajasthan,Jaipur,302012,26.9136,75.7858
2402:3a80:43ab:5c93:9c97:c68:b277:1d68,2025-10-21,23:30:25 UTC,necessary,desktop,en,Chrome,Windows,India,DL,National Capital Territory of Delhi,Delhi,110001,28.6542,77.2373
2402:3a80:43ab:5c93:9c97:c68:b277:1d68,2025-10-22,00:34:46 UTC,necessary,desktop,en,Chrome,Windows,India,DL,National Capital Territory of Delhi,Delhi,110001,28.6542,77.2373
2404:7c80:85:7129:7848:ad61:4656:5fc1,2025-10-22,20:15:46 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2409:40e1:303a:ad17:9909:ad58:e5df:b5b6,2025-10-22,21:26:21 UTC,necessary,desktop,en,Opera,Windows,India,WB,West Bengal,Kolkata,700023,22.5643,88.3693
2409:40e1:303a:ad17:9909:ad58:e5df:b5b6,2025-10-22,21:29:29 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700023,22.5643,88.3693
2404:7c80:85:7129:88a8:bd7:2098:5af3,2025-10-23,08:13:48 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
157.119.105.42,2025-10-25,02:11:35 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Howrah,711102,22.574,88.3191
45.251.232.209,2025-10-26,17:30:35 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700010,22.5643,88.3693
2404:7c80:85:7129:6c25:5d1:508a:efba,2025-10-26,19:30:18 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2402:3a80:1983:da14:d94e:ea19:6eba:bad2,2025-10-27,21:37:27 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700001,22.5643,88.3693
2409:40e0:103:dc46:b39:9134:3940:64ca,2025-10-28,05:46:29 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700012,22.5643,88.3693
2404:7c80:84:7352:e89c:b448:5fd9:b3f0,2025-10-29,20:05:49 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:84:7352:1933:3a0a:9518:a70e,2025-10-30,08:45:09 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
106.215.89.118,2025-10-30,21:33:33 UTC,necessary,desktop,en,Opera,Windows,India,DL,National Capital Territory of Delhi,New Delhi,110020,28.6327,77.2198
2404:7c80:84:7352:e89c:b448:5fd9:b3f0,2025-10-30,23:40:27 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2401:4900:1f35:e90e:4109:8e7d:e0b9:5023,2025-10-31,00:08:52 UTC,necessary,mobile,en,Chrome,Android,India,DL,National Capital Territory of Delhi,New Delhi,110003,28.6327,77.2198
2404:7c80:85:88bc:b464:6f31:29ba:4e01,2025-10-31,10:45:35 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2401:4900:675d:4fd4:24bd:d6ff:fe00:7504,2025-10-31,12:27:53 UTC,necessary,mobile,en,Chrome,Android,India,TS,Telangana,Hyderabad,500055,17.3843,78.4583
2404:7c80:85:88bc:e81a:f992:e5df:a87f,2025-11-01,21:52:48 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
157.119.105.42,2025-11-01,23:13:49 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Howrah,711102,22.574,88.3191
2404:7c80:85:88bc:983e:a896:94d7:42f3,2025-11-03,13:21:45 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:85:88bc:983e:a896:94d7:42f3,2025-11-03,21:54:14 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:85:88bc:98ca:95b3:4a59:8a30,2025-11-04,07:53:12 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:85:2374:416e:ca4a:65a1:179,2025-11-05,08:58:06 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:85:2374:39b:3ebc:27a6:fa3,2025-11-06,09:08:03 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
27.7.162.123,2025-11-06,22:38:50 UTC,necessary,desktop,en,Chrome,Windows,India,KA,Karnataka,Bengaluru,562130,12.9753,77.591
27.7.162.123,2025-11-06,23:14:33 UTC,necessary,desktop,en,Chrome,Windows,India,KA,Karnataka,Bengaluru,562130,12.9753,77.591
103.220.208.144,2025-11-07,00:05:18 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700052,22.5643,88.3693
2404:7c80:85:ce12:ecdf:1dba:8a5c:285d,2025-11-07,09:34:42 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2409:40d7:e:4937:d42b:d6a8:82f5:bdcd,2025-11-07,22:06:54 UTC,necessary,desktop,en,Chrome,Windows,India,HP,Himachal Pradesh,Ghumārwīn,174021,31.4458,76.7177
2409:40d7:e:4937:d42b:d6a8:82f5:bdcd,2025-11-07,22:08:24 UTC,necessary,desktop,en,Chrome,Windows,India,HP,Himachal Pradesh,Ghumārwīn,174021,31.4458,76.7177
2404:7c80:85:ce12:780:d0ce:b83d:4e54,2025-11-08,10:01:00 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2409:40e1:303a:bc5c:2072:80bf:38f0:9b7c,2025-11-08,22:52:19 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700023,22.5643,88.3693
2404:7c80:86:824:7504:cc1e:a5db:186e,2025-11-09,10:00:45 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:86:824:bcd1:9af6:61ed:ee1,2025-11-10,06:56:06 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2405:201:802a:f821:24d7:355e:ccef:548c,2025-11-10,22:01:50 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700063,22.5643,88.3693
2409:40e1:11ba:d0b5:9092:9494:c2ab:c8c9,2025-11-11,02:25:41 UTC,necessary,desktop,en,Opera,Windows,India,WB,West Bengal,Kolkata,700071,22.5643,88.3693
2404:7c80:86:824:91ca:95d4:d7e4:cb05,2025-11-11,07:14:29 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2401:4900:815f:dc95:98fc:145b:7d8d:273b,2025-11-11,21:58:22 UTC,necessary,desktop,en,Chrome,Windows,India,CH,Chandigarh,Chandigarh,160009,30.7339,76.7889
2404:7c80:84:c929:2877:da04:ab6d:ca2c,2025-11-11,22:49:37 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2401:4900:815f:dc95:f0cf:88b6:3255:7722,2025-11-12,21:13:05 UTC,necessary,desktop,en,Chrome,Windows,India,CH,Chandigarh,Chandigarh,160009,30.7339,76.7889
103.179.0.83,2025-11-12,22:28:35 UTC,necessary,desktop,en,Edge,Windows,India,RJ,Rajasthan,Jaipur,302022,26.9136,75.7858
2404:7c80:84:17ae:1c6a:b81f:101e:11fd,2025-11-13,01:32:08 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2405:f600:3:b04b:d40c:169a:c726:798c,2025-11-16,01:01:17 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Rajkot,360004,22.2904,70.7915
106.219.145.2,2025-11-16,03:37:02 UTC,necessary,desktop,en,Chrome,Windows,India,UP,Uttar Pradesh,Agra,282007,27.1823,78.0252
2404:7c80:85:5880:d9ca:f4f:b0de:1db2,2025-11-17,08:08:47 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2409:40c1:1036:ea39:4555:9876:2dc3:f43e,2025-11-17,21:34:13 UTC,necessary,desktop,en,Edge,Windows,India,GJ,Gujarat,Surat,395007,21.1981,72.8298
2404:7c80:85:5c0e:e5d7:13a:9ed9:8bee,2025-11-18,01:48:31 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2409:40c2:1195:b3bb:e921:70b0:2b92:cd7,2025-11-19,22:28:54 UTC,necessary,desktop,en,Chrome,Windows,India,MH,Maharashtra,Pune,411017,18.5211,73.8502
116.193.143.226,2025-11-20,23:04:38 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700012,22.5643,88.3693
106.200.4.253,2025-11-21,00:57:00 UTC,necessary,desktop,en,Chrome,Windows,India,UP,Uttar Pradesh,Hāpur,245205,28.7328,77.7881
2409:40c2:121c:5662:39d0:e8fd:7153:5c04,2025-11-22,01:54:43 UTC,necessary,desktop,en,Chrome,Windows,India,MH,Maharashtra,Pune,411006,18.5211,73.8502
2404:7c80:85:dce3:c5b8:df66:69db:c531,2025-11-22,06:07:04 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2409:40d7:ee:1514:a01f:3670:9794:4159,2025-11-22,09:03:34 UTC,necessary,desktop,en,Chrome,Windows,India,HP,Himachal Pradesh,Una,174303,31.4628,76.273
2404:7c80:85:4fd8:e529:9b60:bb78:c176,2025-11-23,12:54:36 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
27.131.213.207,2025-11-24,16:43:01 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700028,22.5643,88.3693
2405:201:6000:8040:6c04:fee:69c8:a269,2025-11-24,21:37:28 UTC,necessary,desktop,en,Chrome,Windows,India,UP,Uttar Pradesh,Lucknow,226017,26.8373,80.9165
103.220.208.19,2025-11-24,22:54:52 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700052,22.5643,88.3693
2603:8000:2d01:1d70:85f0:4ba2:a6b1:2387,2025-11-26,02:17:55 UTC,necessary,desktop,en,Chrome,Windows,United States,CA,California,Corona,92879,33.8789,-117.5353
2404:7c80:86:a25:742e:72e6:ac1b:529c,2025-11-27,06:04:44 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:86:a25:742e:72e6:ac1b:529c,2025-11-27,23:26:10 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:86:a25:a82f:71ae:a1c2:c4c9,2025-11-29,05:56:16 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:85:3fdf:3df5:ce37:eb03:7395,2025-11-30,09:35:33 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
117.247.26.225,2025-11-30,15:23:27 UTC,necessary,desktop,en,Chrome,Windows,India,KA,Karnataka,Bengaluru,562130,12.9753,77.591
2404:7c80:85:3fdf:3df5:ce37:eb03:7395,2025-11-30,17:54:06 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2409:40e1:1130:d79b:bf52:7d04:5554:8102,2025-12-03,00:01:52 UTC,necessary,desktop,en,Firefox,Windows,India,WB,West Bengal,Kolkata,700001,22.5643,88.3693
2404:7c80:85:3fdf:acfa:cbe6:3110:3d72,2025-12-03,06:32:53 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:85:3fdf:acfa:cbe6:3110:3d72,2025-12-04,05:16:57 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2404:7c80:85:1eb9:e5aa:1675:aeff:6e3f,2025-12-05,12:19:59 UTC,necessary,desktop,en,Chrome,Windows,India,PB,Punjab,Jalandhar,144301,31.33,75.5844
2409:40e3:3c:e4b5:f5e1:9ff5:3510:1e62,2025-12-05,22:58:00 UTC,necessary,desktop,en,Chrome,OS X,India,UP,Uttar Pradesh,Lucknow,226002,26.8373,80.9165
2409:40d7:af:12de:d46:2e3b:9104:e3cd,2025-12-05,23:24:10 UTC,necessary,desktop,en,Chrome,Windows,India,HP,Himachal Pradesh,Una,174306,31.4628,76.273
45.123.13.156,2025-12-06,12:18:48 UTC,necessary,desktop,en,Chrome,Windows,India,WB,West Bengal,Kolkata,700094,22.5643,88.3693
2402:3a80:4659:3357:b946:50a2:ee14:fa1f,2025-12-06,22:43:05 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Ahmedabad,380009,23.0276,72.5871
2405:201:201c:f869:35e6:3e62:c008:4c82,2025-12-06,23:13:29 UTC,necessary,desktop,en,Chrome,Windows,India,GJ,Gujarat,Surat,395007,21.1981,72.8298
